"Time (CET/CEST),""BZN|PL > BZN|DE-AT-LU Day Ahead [MW]"",""BZN|PL > BZN|DE-AT-LU Total [MW]"",""BZN|DE-AT-LU > BZN|PL Day Ahead [MW]"",""BZN|DE-AT-LU > BZN|PL Total [MW]"""
"14.01.2018 13:00 - 14.01.2018 14:00,""0"",""50"",""455"",""605"""
"14.01.2018 14:00 - 14.01.2018 15:00,""0"",""150"",""455"",""655"""
"14.01.2018 15:00 - 14.01.2018 16:00,""0"",""100"",""470"",""620"""
"14.01.2018 16:00 - 14.01.2018 17:00,""0"",""0"",""357"",""357"""
"14.01.2018 17:00 - 14.01.2018 18:00,""25"",""140"",""250"",""250"""
"14.01.2018 18:00 - 14.01.2018 19:00,""120"",""220"",""167"",""167"""
"14.01.2018 19:00 - 14.01.2018 20:00,""60"",""175"",""450"",""450"""
"14.01.2018 20:00 - 14.01.2018 21:00,""0"",""30"",""452"",""452"""
"14.01.2018 21:00 - 14.01.2018 22:00,""0"",""70"",""425"",""425"""
"14.01.2018 22:00 - 14.01.2018 23:00,""40"",""100"",""225"",""225"""
"14.01.2018 23:00 - 15.01.2018 00:00,""10"",""20"",""180"",""180"""
"15.01.2018 00:00 - 15.01.2018 01:00,""0"",""0"",""0"",""0"""
"15.01.2018 01:00 - 15.01.2018 02:00,""0"",""0"",""0"",""0"""
"15.01.2018 02:00 - 15.01.2018 03:00,""0"",""0"",""0"",""0"""
"15.01.2018 03:00 - 15.01.2018 04:00,""0"",""0"",""0"",""0"""
"15.01.2018 04:00 - 15.01.2018 05:00,""0"",""0"",""0"",""0"""
"15.01.2018 05:00 - 15.01.2018 06:00,""0"",""0"",""0"",""0"""
"15.01.2018 06:00 - 15.01.2018 07:00,""200"",""200"",""58"",""58"""
"15.01.2018 07:00 - 15.01.2018 08:00,""0"",""105"",""38"",""38"""
"15.01.2018 08:00 - 15.01.2018 09:00,""0"",""0"",""170"",""170"""
"15.01.2018 09:00 - 15.01.2018 10:00,""0"",""0"",""183"",""183"""
"15.01.2018 10:00 - 15.01.2018 11:00,""0"",""0"",""121"",""121"""
"15.01.2018 11:00 - 15.01.2018 12:00,""0"",""0"",""164"",""164"""
"15.01.2018 12:00 - 15.01.2018 13:00,""0"",""0"",""159"",""159"""
"15.01.2018 13:00 - 15.01.2018 14:00,""0"",""0"",""192"",""192"""
"15.01.2018 14:00 - 15.01.2018 15:00,""0"",""0"",""131"",""131"""
"15.01.2018 15:00 - 15.01.2018 16:00,""0"",""0"",""159"",""159"""
"15.01.2018 16:00 - 15.01.2018 17:00,""0"",""0"",""157"",""157"""
"15.01.2018 17:00 - 15.01.2018 18:00,""0"",""0"",""207"",""207"""
"15.01.2018 18:00 - 15.01.2018 19:00,""0"",""0"",""117"",""117"""
"15.01.2018 19:00 - 15.01.2018 20:00,""0"",""0"",""137"",""137"""
"15.01.2018 20:00 - 15.01.2018 21:00,""0"",""0"",""157"",""157"""
"15.01.2018 21:00 - 15.01.2018 22:00,""0"",""0"",""167"",""167"""
"15.01.2018 22:00 - 15.01.2018 23:00,""0"",""0"",""0"",""0"""
"15.01.2018 23:00 - 16.01.2018 00:00,""0"",""0"",""0"",""0"""
"16.01.2018 00:00 - 16.01.2018 01:00,""0"",""0"",""0"",""0"""
"16.01.2018 01:00 - 16.01.2018 02:00,""0"",""0"",""0"",""0"""
"16.01.2018 02:00 - 16.01.2018 03:00,""0"",""0"",""0"",""0"""
"16.01.2018 03:00 - 16.01.2018 04:00,""0"",""0"",""0"",""0"""
"16.01.2018 04:00 - 16.01.2018 05:00,""0"",""0"",""0"",""0"""
"16.01.2018 05:00 - 16.01.2018 06:00,""0"",""0"",""0"",""0"""
"16.01.2018 06:00 - 16.01.2018 07:00,""0"",""0"",""103"",""103"""
"16.01.2018 07:00 - 16.01.2018 08:00,""0"",""0"",""35"",""35"""
"16.01.2018 08:00 - 16.01.2018 09:00,""0"",""45"",""67"",""67"""
"16.01.2018 09:00 - 16.01.2018 10:00,""0"",""45"",""83"",""83"""
"16.01.2018 10:00 - 16.01.2018 11:00,""0"",""30"",""83"",""83"""
"16.01.2018 11:00 - 16.01.2018 12:00,""0"",""0"",""211"",""211"""
"16.01.2018 12:00 - 16.01.2018 13:00,""0"",""0"",""232"",""232"""
"16.01.2018 13:00 - 16.01.2018 14:00,""0"",""0"",""215"",""215"""
"16.01.2018 14:00 - 16.01.2018 15:00,""0"",""0"",""213"",""213"""
"16.01.2018 15:00 - 16.01.2018 16:00,""0"",""0"",""184"",""184"""
"16.01.2018 16:00 - 16.01.2018 17:00,""0"",""0"",""264"",""264"""
"16.01.2018 17:00 - 16.01.2018 18:00,""0"",""0"",""251"",""251"""
"16.01.2018 18:00 - 16.01.2018 19:00,""0"",""0"",""253"",""253"""
"16.01.2018 19:00 - 16.01.2018 20:00,""0"",""0"",""214"",""214"""
"16.01.2018 20:00 - 16.01.2018 21:00,""0"",""0"",""371"",""371"""
"16.01.2018 21:00 - 16.01.2018 22:00,""20"",""20"",""315"",""315"""
"16.01.2018 22:00 - 16.01.2018 23:00,""0"",""0"",""210"",""210"""
"16.01.2018 23:00 - 17.01.2018 00:00,""0"",""0"",""132"",""132"""
"17.01.2018 00:00 - 17.01.2018 01:00,""0"",""0"",""0"",""0"""
"17.01.2018 01:00 - 17.01.2018 02:00,""0"",""0"",""0"",""0"""
"17.01.2018 02:00 - 17.01.2018 03:00,""0"",""0"",""0"",""0"""
"17.01.2018 03:00 - 17.01.2018 04:00,""0"",""0"",""0"",""0"""
"17.01.2018 04:00 - 17.01.2018 05:00,""0"",""0"",""0"",""200"""
"17.01.2018 05:00 - 17.01.2018 06:00,""0"",""14"",""0"",""100"""
"17.01.2018 06:00 - 17.01.2018 07:00,""0"",""230"",""125"",""225"""
"17.01.2018 07:00 - 17.01.2018 08:00,""0"",""190"",""160"",""160"""
"17.01.2018 08:00 - 17.01.2018 09:00,""0"",""261"",""297"",""355"""
"17.01.2018 09:00 - 17.01.2018 10:00,""0"",""150"",""293"",""343"""
"17.01.2018 10:00 - 17.01.2018 11:00,""0"",""0"",""273"",""273"""
"17.01.2018 11:00 - 17.01.2018 12:00,""0"",""0"",""262"",""262"""
"17.01.2018 12:00 - 17.01.2018 13:00,""0"",""0"",""308"",""308"""
"17.01.2018 13:00 - 17.01.2018 14:00,""0"",""0"",""308"",""308"""
"17.01.2018 14:00 - 17.01.2018 15:00,""0"",""0"",""333"",""333"""
"17.01.2018 15:00 - 17.01.2018 16:00,""0"",""0"",""337"",""337"""
"17.01.2018 16:00 - 17.01.2018 17:00,""0"",""0"",""354"",""354"""
"17.01.2018 17:00 - 17.01.2018 18:00,""0"",""0"",""394"",""394"""
"17.01.2018 18:00 - 17.01.2018 19:00,""0"",""0"",""383"",""383"""
"17.01.2018 19:00 - 17.01.2018 20:00,""0"",""0"",""422"",""422"""
"17.01.2018 20:00 - 17.01.2018 21:00,""0"",""0"",""433"",""433"""
"17.01.2018 21:00 - 17.01.2018 22:00,""0"",""0"",""387"",""387"""
"17.01.2018 22:00 - 17.01.2018 23:00,""0"",""0"",""420"",""420"""
"17.01.2018 23:00 - 18.01.2018 00:00,""0"",""0"",""430"",""430"""
"18.01.2018 00:00 - 18.01.2018 01:00,""0"",""0"",""0"",""0"""
"18.01.2018 01:00 - 18.01.2018 02:00,""0"",""0"",""0"",""0"""
"18.01.2018 02:00 - 18.01.2018 03:00,""0"",""0"",""0"",""0"""
"18.01.2018 03:00 - 18.01.2018 04:00,""0"",""0"",""0"",""0"""
"18.01.2018 04:00 - 18.01.2018 05:00,""0"",""0"",""0"",""0"""
"18.01.2018 05:00 - 18.01.2018 06:00,""0"",""0"",""17"",""17"""
"18.01.2018 06:00 - 18.01.2018 07:00,""0"",""0"",""156"",""156"""
"18.01.2018 07:00 - 18.01.2018 08:00,""0"",""150"",""320"",""320"""
"18.01.2018 08:00 - 18.01.2018 09:00,""0"",""0"",""382"",""382"""
"18.01.2018 09:00 - 18.01.2018 10:00,""0"",""0"",""362"",""362"""
"18.01.2018 10:00 - 18.01.2018 11:00,""0"",""0"",""272"",""272"""
"18.01.2018 11:00 - 18.01.2018 12:00,""0"",""0"",""320"",""320"""
"18.01.2018 12:00 - 18.01.2018 13:00,""0"",""0"",""380"",""380"""
"18.01.2018 13:00 - 18.01.2018 14:00,""0"",""0"",""375"",""375"""
"18.01.2018 14:00 - 18.01.2018 15:00,""0"",""0"",""285"",""285"""
"18.01.2018 15:00 - 18.01.2018 16:00,""0"",""0"",""299"",""299"""
"18.01.2018 16:00 - 18.01.2018 17:00,""0"",""0"",""357"",""357"""
"18.01.2018 17:00 - 18.01.2018 18:00,""0"",""75"",""298"",""298"""
"18.01.2018 18:00 - 18.01.2018 19:00,""0"",""175"",""232"",""232"""
"18.01.2018 19:00 - 18.01.2018 20:00,""0"",""175"",""75"",""75"""
"18.01.2018 20:00 - 18.01.2018 21:00,""0"",""236"",""305"",""305"""
"18.01.2018 21:00 - 18.01.2018 22:00,""150"",""603"",""196"",""196"""
"18.01.2018 22:00 - 18.01.2018 23:00,""0"",""342"",""45"",""45"""
"18.01.2018 23:00 - 19.01.2018 00:00,""0"",""290"",""0"",""0"""
"19.01.2018 00:00 - 19.01.2018 01:00,""0"",""380"",""0"",""0"""
"19.01.2018 01:00 - 19.01.2018 02:00,""19"",""342"",""0"",""0"""
"19.01.2018 02:00 - 19.01.2018 03:00,""30"",""333"",""0"",""0"""
"19.01.2018 03:00 - 19.01.2018 04:00,""18"",""245"",""0"",""0"""
"19.01.2018 04:00 - 19.01.2018 05:00,""29"",""290"",""0"",""0"""
"19.01.2018 05:00 - 19.01.2018 06:00,""41"",""302"",""0"",""0"""
"19.01.2018 06:00 - 19.01.2018 07:00,""197"",""372"",""0"",""0"""
"19.01.2018 07:00 - 19.01.2018 08:00,""0"",""300"",""0"",""0"""
"19.01.2018 08:00 - 19.01.2018 09:00,""0"",""200"",""0"",""0"""
"19.01.2018 09:00 - 19.01.2018 10:00,""0"",""100"",""60"",""60"""
"19.01.2018 10:00 - 19.01.2018 11:00,""0"",""100"",""199"",""199"""
"19.01.2018 11:00 - 19.01.2018 12:00,""0"",""0"",""460"",""460"""
"19.01.2018 12:00 - 19.01.2018 13:00,""0"",""50"",""425"",""525"""
"19.01.2018 13:00 - 19.01.2018 14:00,""0"",""0"",""445"",""545"""
"19.01.2018 14:00 - 19.01.2018 15:00,""0"",""0"",""425"",""525"""
"19.01.2018 15:00 - 19.01.2018 16:00,""0"",""0"",""377"",""477"""
"19.01.2018 16:00 - 19.01.2018 17:00,""0"",""0"",""458"",""458"""
"19.01.2018 17:00 - 19.01.2018 18:00,""0"",""0"",""473"",""473"""
"19.01.2018 18:00 - 19.01.2018 19:00,""0"",""0"",""500"",""600"""
"19.01.2018 19:00 - 19.01.2018 20:00,""0"",""140"",""500"",""500"""
"19.01.2018 20:00 - 19.01.2018 21:00,""0"",""100"",""270"",""470"""
"19.01.2018 21:00 - 19.01.2018 22:00,""0"",""0"",""455"",""455"""
"19.01.2018 22:00 - 19.01.2018 23:00,""30"",""83"",""430"",""430"""
"19.01.2018 23:00 - 20.01.2018 00:00,""0"",""28"",""420"",""420"""
"20.01.2018 00:00 - 20.01.2018 01:00,""0"",""0"",""450"",""450"""
"20.01.2018 01:00 - 20.01.2018 02:00,""0"",""0"",""204"",""204"""
"20.01.2018 02:00 - 20.01.2018 03:00,""0"",""0"",""128"",""128"""
"20.01.2018 03:00 - 20.01.2018 04:00,""0"",""0"",""66"",""66"""
"20.01.2018 04:00 - 20.01.2018 05:00,""0"",""0"",""90"",""90"""
"20.01.2018 05:00 - 20.01.2018 06:00,""0"",""0"",""163"",""163"""
"20.01.2018 06:00 - 20.01.2018 07:00,""0"",""0"",""375"",""375"""
"20.01.2018 07:00 - 20.01.2018 08:00,""0"",""0"",""355"",""355"""
"20.01.2018 08:00 - 20.01.2018 09:00,""0"",""0"",""360"",""360"""
"20.01.2018 09:00 - 20.01.2018 10:00,""0"",""0"",""469"",""620"""
"20.01.2018 10:00 - 20.01.2018 11:00,""0"",""0"",""480"",""631"""
"20.01.2018 11:00 - 20.01.2018 12:00,""0"",""0"",""460"",""562"""
"20.01.2018 12:00 - 20.01.2018 13:00,""0"",""0"",""480"",""580"""
"20.01.2018 13:00 - 20.01.2018 14:00,""0"",""0"",""430"",""530"""
"20.01.2018 14:00 - 20.01.2018 15:00,""0"",""0"",""410"",""510"""
"20.01.2018 15:00 - 20.01.2018 16:00,""0"",""0"",""360"",""460"""
"20.01.2018 16:00 - 20.01.2018 17:00,""0"",""0"",""465"",""465"""
"20.01.2018 17:00 - 20.01.2018 18:00,""0"",""0"",""490"",""690"""
"20.01.2018 18:00 - 20.01.2018 19:00,""0"",""0"",""490"",""590"""
"20.01.2018 19:00 - 20.01.2018 20:00,""0"",""0"",""440"",""440"""
"20.01.2018 20:00 - 20.01.2018 21:00,""0"",""81"",""460"",""460"""
"20.01.2018 21:00 - 20.01.2018 22:00,""0"",""175"",""335"",""335"""
"20.01.2018 22:00 - 20.01.2018 23:00,""150"",""214"",""165"",""165"""
"20.01.2018 23:00 - 21.01.2018 00:00,""100"",""270"",""330"",""330"""
"21.01.2018 00:00 - 21.01.2018 01:00,""110"",""160"",""125"",""125"""
"21.01.2018 01:00 - 21.01.2018 02:00,""0"",""19"",""110"",""110"""
"21.01.2018 02:00 - 21.01.2018 03:00,""0"",""18"",""50"",""50"""
"21.01.2018 03:00 - 21.01.2018 04:00,""0"",""0"",""50"",""50"""
"21.01.2018 04:00 - 21.01.2018 05:00,""0"",""130"",""40"",""240"""
"21.01.2018 05:00 - 21.01.2018 06:00,""0"",""130"",""45"",""245"""
"21.01.2018 06:00 - 21.01.2018 07:00,""0"",""200"",""70"",""270"""
"21.01.2018 07:00 - 21.01.2018 08:00,""0"",""200"",""175"",""375"""
"21.01.2018 08:00 - 21.01.2018 09:00,""219"",""479"",""145"",""482"""
"21.01.2018 09:00 - 21.01.2018 10:00,""495"",""613"",""200"",""268"""
"21.01.2018 10:00 - 21.01.2018 11:00,""313"",""313"",""200"",""200"""
"21.01.2018 11:00 - 21.01.2018 12:00,""390"",""395"",""275"",""275"""
"21.01.2018 12:00 - 21.01.2018 13:00,""300"",""350"",""250"",""264"""
"21.01.2018 13:00 - 21.01.2018 14:00,""245"",""245"",""330"",""330"""
"21.01.2018 14:00 - 21.01.2018 15:00,""100"",""100"",""405"",""405"""
"21.01.2018 15:00 - 21.01.2018 16:00,""250"",""305"",""375"",""375"""
"21.01.2018 16:00 - 21.01.2018 17:00,""250"",""250"",""330"",""330"""
"21.01.2018 17:00 - 21.01.2018 18:00,""400"",""400"",""205"",""255"""
"21.01.2018 18:00 - 21.01.2018 19:00,""529"",""529"",""195"",""295"""
"21.01.2018 19:00 - 21.01.2018 20:00,""400"",""400"",""325"",""375"""
"21.01.2018 20:00 - 21.01.2018 21:00,""150"",""230"",""295"",""570"""
"21.01.2018 21:00 - 21.01.2018 22:00,""100"",""130"",""230"",""485"""
"21.01.2018 22:00 - 21.01.2018 23:00,""257"",""527"",""300"",""542"""
"21.01.2018 23:00 - 22.01.2018 00:00,""150"",""270"",""200"",""300"""
"22.01.2018 00:00 - 22.01.2018 01:00,""0"",""0"",""60"",""260"""
"22.01.2018 01:00 - 22.01.2018 02:00,""0"",""0"",""0"",""200"""
"22.01.2018 02:00 - 22.01.2018 03:00,""0"",""0"",""0"",""200"""
"22.01.2018 03:00 - 22.01.2018 04:00,""0"",""0"",""0"",""200"""
"22.01.2018 04:00 - 22.01.2018 05:00,""0"",""0"",""0"",""200"""
"22.01.2018 05:00 - 22.01.2018 06:00,""0"",""0"",""55"",""255"""
"22.01.2018 06:00 - 22.01.2018 07:00,""0"",""0"",""164"",""164"""
"22.01.2018 07:00 - 22.01.2018 08:00,""0"",""0"",""260"",""260"""
"22.01.2018 08:00 - 22.01.2018 09:00,""0"",""0"",""405"",""405"""
"22.01.2018 09:00 - 22.01.2018 10:00,""0"",""0"",""345"",""345"""
"22.01.2018 10:00 - 22.01.2018 11:00,""0"",""0"",""330"",""330"""
"22.01.2018 11:00 - 22.01.2018 12:00,""0"",""0"",""305"",""305"""
"22.01.2018 12:00 - 22.01.2018 13:00,""0"",""0"",""305"",""305"""
"22.01.2018 13:00 - 22.01.2018 14:00,""0"",""0"",""330"",""330"""
"22.01.2018 14:00 - 22.01.2018 15:00,""0"",""0"",""395"",""395"""
"22.01.2018 15:00 - 22.01.2018 16:00,""0"",""0"",""350"",""350"""
"22.01.2018 16:00 - 22.01.2018 17:00,""0"",""0"",""355"",""355"""
"22.01.2018 17:00 - 22.01.2018 18:00,""0"",""0"",""280"",""280"""
"22.01.2018 18:00 - 22.01.2018 19:00,""0"",""0"",""190"",""190"""
"22.01.2018 19:00 - 22.01.2018 20:00,""0"",""0"",""145"",""145"""
"22.01.2018 20:00 - 22.01.2018 21:00,""0"",""0"",""225"",""225"""
"22.01.2018 21:00 - 22.01.2018 22:00,""0"",""0"",""165"",""165"""
"22.01.2018 22:00 - 22.01.2018 23:00,""39"",""89"",""110"",""110"""
"22.01.2018 23:00 - 23.01.2018 00:00,""39"",""89"",""100"",""100"""
"23.01.2018 00:00 - 23.01.2018 01:00,""100"",""100"",""0"",""300"""
"23.01.2018 01:00 - 23.01.2018 02:00,""118"",""118"",""150"",""400"""
"23.01.2018 02:00 - 23.01.2018 03:00,""100"",""100"",""153"",""403"""
"23.01.2018 03:00 - 23.01.2018 04:00,""0"",""0"",""201"",""401"""
"23.01.2018 04:00 - 23.01.2018 05:00,""0"",""0"",""286"",""286"""
"23.01.2018 05:00 - 23.01.2018 06:00,""100"",""100"",""264"",""264"""
"23.01.2018 06:00 - 23.01.2018 07:00,""73"",""126"",""350"",""350"""
"23.01.2018 07:00 - 23.01.2018 08:00,""0"",""0"",""200"",""200"""
"23.01.2018 08:00 - 23.01.2018 09:00,""0"",""0"",""290"",""290"""
"23.01.2018 09:00 - 23.01.2018 10:00,""0"",""0"",""480"",""480"""
"23.01.2018 10:00 - 23.01.2018 11:00,""0"",""0"",""455"",""455"""
"23.01.2018 11:00 - 23.01.2018 12:00,""0"",""0"",""390"",""390"""
"23.01.2018 12:00 - 23.01.2018 13:00,""0"",""0"",""390"",""390"""
"23.01.2018 13:00 - 23.01.2018 14:00,""0"",""0"",""390"",""390"""
"23.01.2018 14:00 - 23.01.2018 15:00,""0"",""0"",""390"",""390"""
"23.01.2018 15:00 - 23.01.2018 16:00,""0"",""0"",""390"",""390"""
"23.01.2018 16:00 - 23.01.2018 17:00,""0"",""0"",""365"",""365"""
"23.01.2018 17:00 - 23.01.2018 18:00,""0"",""0"",""390"",""390"""
"23.01.2018 18:00 - 23.01.2018 19:00,""0"",""0"",""390"",""390"""
"23.01.2018 19:00 - 23.01.2018 20:00,""0"",""0"",""435"",""435"""
"23.01.2018 20:00 - 23.01.2018 21:00,""0"",""0"",""350"",""350"""
"23.01.2018 21:00 - 23.01.2018 22:00,""0"",""0"",""332"",""332"""
"23.01.2018 22:00 - 23.01.2018 23:00,""0"",""0"",""305"",""305"""
"23.01.2018 23:00 - 24.01.2018 00:00,""0"",""0"",""202"",""202"""
"24.01.2018 00:00 - 24.01.2018 01:00,""0"",""0"",""0"",""0"""
"24.01.2018 01:00 - 24.01.2018 02:00,""0"",""0"",""0"",""0"""
"24.01.2018 02:00 - 24.01.2018 03:00,""0"",""0"",""0"",""0"""
"24.01.2018 03:00 - 24.01.2018 04:00,""0"",""0"",""0"",""0"""
"24.01.2018 04:00 - 24.01.2018 05:00,""0"",""0"",""0"",""0"""
"24.01.2018 05:00 - 24.01.2018 06:00,""0"",""0"",""0"",""0"""
"24.01.2018 06:00 - 24.01.2018 07:00,""0"",""0"",""30"",""30"""
"24.01.2018 07:00 - 24.01.2018 08:00,""0"",""0"",""0"",""0"""
"24.01.2018 08:00 - 24.01.2018 09:00,""0"",""0"",""0"",""0"""
"24.01.2018 09:00 - 24.01.2018 10:00,""0"",""0"",""0"",""0"""
"24.01.2018 10:00 - 24.01.2018 11:00,""0"",""0"",""0"",""0"""
"24.01.2018 11:00 - 24.01.2018 12:00,""0"",""0"",""0"",""0"""
"24.01.2018 12:00 - 24.01.2018 13:00,""0"",""0"",""0"",""0"""
"24.01.2018 13:00 - 24.01.2018 14:00,""0"",""0"",""0"",""0"""
"24.01.2018 14:00 - 24.01.2018 15:00,""0"",""0"",""0"",""0"""
"24.01.2018 15:00 - 24.01.2018 16:00,""0"",""0"",""0"",""0"""
"24.01.2018 16:00 - 24.01.2018 17:00,""0"",""0"",""0"",""0"""
"24.01.2018 17:00 - 24.01.2018 18:00,""0"",""0"",""0"",""0"""
"24.01.2018 18:00 - 24.01.2018 19:00,""0"",""0"",""0"",""0"""
"24.01.2018 19:00 - 24.01.2018 20:00,""0"",""0"",""0"",""0"""
"24.01.2018 20:00 - 24.01.2018 21:00,""0"",""0"",""0"",""0"""
"24.01.2018 21:00 - 24.01.2018 22:00,""0"",""0"",""0"",""0"""
"24.01.2018 22:00 - 24.01.2018 23:00,""0"",""0"",""0"",""0"""
"24.01.2018 23:00 - 25.01.2018 00:00,""0"",""0"",""0"",""0"""
"25.01.2018 00:00 - 25.01.2018 01:00,""0"",""0"",""0"",""0"""
"25.01.2018 01:00 - 25.01.2018 02:00,""0"",""0"",""0"",""0"""
"25.01.2018 02:00 - 25.01.2018 03:00,""0"",""0"",""0"",""0"""
"25.01.2018 03:00 - 25.01.2018 04:00,""0"",""0"",""0"",""0"""
"25.01.2018 04:00 - 25.01.2018 05:00,""0"",""0"",""0"",""0"""
"25.01.2018 05:00 - 25.01.2018 06:00,""0"",""0"",""0"",""0"""
"25.01.2018 06:00 - 25.01.2018 07:00,""0"",""0"",""60"",""245"""
"25.01.2018 07:00 - 25.01.2018 08:00,""0"",""150"",""0"",""0"""
"25.01.2018 08:00 - 25.01.2018 09:00,""0"",""0"",""0"",""0"""
"25.01.2018 09:00 - 25.01.2018 10:00,""0"",""0"",""43"",""43"""
"25.01.2018 10:00 - 25.01.2018 11:00,""0"",""0"",""0"",""0"""
"25.01.2018 11:00 - 25.01.2018 12:00,""0"",""0"",""112"",""112"""
"25.01.2018 12:00 - 25.01.2018 13:00,""0"",""0"",""102"",""102"""
"25.01.2018 13:00 - 25.01.2018 14:00,""0"",""0"",""142"",""142"""
"25.01.2018 14:00 - 25.01.2018 15:00,""0"",""150"",""102"",""302"""
"25.01.2018 15:00 - 25.01.2018 16:00,""0"",""300"",""40"",""340"""
"25.01.2018 16:00 - 25.01.2018 17:00,""0"",""205"",""155"",""460"""
"25.01.2018 17:00 - 25.01.2018 18:00,""0"",""200"",""137"",""340"""
"25.01.2018 18:00 - 25.01.2018 19:00,""0"",""125"",""60"",""185"""
"25.01.2018 19:00 - 25.01.2018 20:00,""0"",""0"",""135"",""135"""
"25.01.2018 20:00 - 25.01.2018 21:00,""0"",""50"",""0"",""0"""
"25.01.2018 21:00 - 25.01.2018 22:00,""158"",""358"",""47"",""47"""
"25.01.2018 22:00 - 25.01.2018 23:00,""535"",""892"",""0"",""150"""
"25.01.2018 23:00 - 26.01.2018 00:00,""330"",""540"",""0"",""0"""
"26.01.2018 00:00 - 26.01.2018 01:00,""150"",""201"",""0"",""0"""
"26.01.2018 01:00 - 26.01.2018 02:00,""150"",""191"",""0"",""0"""
"26.01.2018 02:00 - 26.01.2018 03:00,""150"",""152"",""0"",""0"""
"26.01.2018 03:00 - 26.01.2018 04:00,""100"",""100"",""50"",""50"""
"26.01.2018 04:00 - 26.01.2018 05:00,""50"",""121"",""67"",""67"""
"26.01.2018 05:00 - 26.01.2018 06:00,""80"",""108"",""100"",""100"""
"26.01.2018 06:00 - 26.01.2018 07:00,""70"",""70"",""0"",""0"""
"26.01.2018 07:00 - 26.01.2018 08:00,""44"",""444"",""0"",""143"""
"26.01.2018 08:00 - 26.01.2018 09:00,""0"",""300"",""0"",""100"""
"26.01.2018 09:00 - 26.01.2018 10:00,""0"",""50"",""138"",""288"""
"26.01.2018 10:00 - 26.01.2018 11:00,""0"",""300"",""214"",""450"""
"26.01.2018 11:00 - 26.01.2018 12:00,""0"",""181"",""360"",""410"""
"26.01.2018 12:00 - 26.01.2018 13:00,""0"",""0"",""355"",""555"""
"26.01.2018 13:00 - 26.01.2018 14:00,""0"",""0"",""330"",""530"""
"26.01.2018 14:00 - 26.01.2018 15:00,""0"",""0"",""408"",""508"""
"26.01.2018 15:00 - 26.01.2018 16:00,""0"",""0"",""340"",""440"""
"26.01.2018 16:00 - 26.01.2018 17:00,""0"",""0"",""355"",""385"""
"26.01.2018 17:00 - 26.01.2018 18:00,""0"",""0"",""380"",""410"""
"26.01.2018 18:00 - 26.01.2018 19:00,""0"",""0"",""195"",""450"""
"26.01.2018 19:00 - 26.01.2018 20:00,""0"",""0"",""197"",""250"""
"26.01.2018 20:00 - 26.01.2018 21:00,""0"",""0"",""19"",""19"""
"26.01.2018 21:00 - 26.01.2018 22:00,""30"",""30"",""25"",""25"""
"26.01.2018 22:00 - 26.01.2018 23:00,""115"",""115"",""92"",""92"""
"26.01.2018 23:00 - 27.01.2018 00:00,""205"",""205"",""0"",""0"""
"27.01.2018 00:00 - 27.01.2018 01:00,""615"",""615"",""0"",""0"""
"27.01.2018 01:00 - 27.01.2018 02:00,""345"",""345"",""0"",""0"""
"27.01.2018 02:00 - 27.01.2018 03:00,""245"",""245"",""0"",""0"""
"27.01.2018 03:00 - 27.01.2018 04:00,""145"",""145"",""0"",""0"""
"27.01.2018 04:00 - 27.01.2018 05:00,""73"",""73"",""0"",""0"""
"27.01.2018 05:00 - 27.01.2018 06:00,""70"",""70"",""0"",""0"""
"27.01.2018 06:00 - 27.01.2018 07:00,""100"",""100"",""400"",""400"""
"27.01.2018 07:00 - 27.01.2018 08:00,""30"",""30"",""50"",""50"""
"27.01.2018 08:00 - 27.01.2018 09:00,""30"",""30"",""150"",""150"""
"27.01.2018 09:00 - 27.01.2018 10:00,""0"",""0"",""100"",""100"""
"27.01.2018 10:00 - 27.01.2018 11:00,""0"",""0"",""230"",""230"""
"27.01.2018 11:00 - 27.01.2018 12:00,""0"",""0"",""370"",""370"""
"27.01.2018 12:00 - 27.01.2018 13:00,""0"",""0"",""390"",""390"""
"27.01.2018 13:00 - 27.01.2018 14:00,""0"",""0"",""415"",""415"""
"27.01.2018 14:00 - 27.01.2018 15:00,""0"",""0"",""480"",""480"""
"27.01.2018 15:00 - 27.01.2018 16:00,""0"",""0"",""470"",""470"""
"27.01.2018 16:00 - 27.01.2018 17:00,""0"",""0"",""470"",""470"""
"27.01.2018 17:00 - 27.01.2018 18:00,""0"",""0"",""400"",""400"""
"27.01.2018 18:00 - 27.01.2018 19:00,""0"",""0"",""290"",""290"""
"27.01.2018 19:00 - 27.01.2018 20:00,""0"",""0"",""360"",""360"""
"27.01.2018 20:00 - 27.01.2018 21:00,""0"",""0"",""370"",""370"""
"27.01.2018 21:00 - 27.01.2018 22:00,""0"",""0"",""232"",""232"""
"27.01.2018 22:00 - 27.01.2018 23:00,""0"",""0"",""117"",""117"""
"27.01.2018 23:00 - 28.01.2018 00:00,""0"",""0"",""0"",""0"""
"28.01.2018 00:00 - 28.01.2018 01:00,""0"",""0"",""151"",""151"""
"28.01.2018 01:00 - 28.01.2018 02:00,""0"",""0"",""100"",""100"""
"28.01.2018 02:00 - 28.01.2018 03:00,""0"",""0"",""0"",""0"""
"28.01.2018 03:00 - 28.01.2018 04:00,""0"",""0"",""0"",""0"""
"28.01.2018 04:00 - 28.01.2018 05:00,""0"",""0"",""0"",""0"""
"28.01.2018 05:00 - 28.01.2018 06:00,""0"",""0"",""0"",""0"""
"28.01.2018 06:00 - 28.01.2018 07:00,""0"",""0"",""0"",""0"""
